keyword,normalized_keyword,seed_group,seed_keywords,source,query_date,location,geo_target_id_sanitized,language,network,avg_monthly_searches,competition,competition_index,low_top_of_page_bid,high_top_of_page_bid,currency,monthly_searches_json,intent_category,commercial_intent,presential_intent,local_intent,beginner_intent,older_adult_explicit,employment_intent,software_download_risk,informational_risk,relevance_score,recommended_status,exclusion_reason,facts,assumptions,recommendation,notes
curso powerpoint presencial,curso powerpoint presencial,herramientas_especificas,curso powerpoint presencial,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,TOOL_SPECIFIC,HIGH,EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,LOW,LOW,70,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso outlook presencial,curso outlook presencial,herramientas_especificas,curso outlook presencial,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,TOOL_SPECIFIC,HIGH,EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,LOW,LOW,70,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso outlook básico,curso outlook básico,herramientas_especificas,curso outlook básico,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,TOOL_SPECIFIC,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,65,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso windows básico presencial,curso windows básico presencial,herramientas_especificas,curso windows básico presencial,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,TOOL_SPECIFIC,HIGH,EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,85,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso windows para principiantes,curso windows para principiantes,herramientas_especificas,curso windows para principiantes,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,TOOL_SPECIFIC,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,NO,LOW,LOW,65,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso correo electrónico presencial,curso correo electrónico presencial,herramientas_especificas,curso correo electrónico presencial,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,TOOL_SPECIFIC,HIGH,EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,LOW,LOW,55,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso manejo de correo electrónico,curso manejo de correo electrónico,herramientas_especificas,curso manejo de correo electrónico,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,TOOL_SPECIFIC,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,LOW,LOW,35,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
aprender word excel y correo electrónico,aprender word excel y correo electrónico,herramientas_especificas,aprender word excel y correo electrónico,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,TOOL_SPECIFIC,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,LOW,LOW,35,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso internet y correo electrónico,curso internet y correo electrónico,herramientas_especificas,curso internet y correo electrónico,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,TOOL_SPECIFIC,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,LOW,LOW,35,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso office completo santiago,curso office completo santiago,herramientas_especificas,curso office completo santiago,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,TOOL_SPECIFIC,HIGH,NOT_EXPLICIT,EXPLICIT_SANTIAGO,NOT_EXPLICIT,NO,NO,LOW,LOW,65,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso computación para trabajar,curso computación para trabajar,uso_laboral_autonomia,curso computación para trabajar,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,EMPLOYMENT_CONTEXT,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,EXPLICIT,LOW,LOW,50,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
computación básica para el trabajo,computación básica para el trabajo,uso_laboral_autonomia,computación básica para el trabajo,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,EMPLOYMENT_CONTEXT,LOW,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,EXPLICIT,LOW,LOW,50,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso office para trabajar,curso office para trabajar,uso_laboral_autonomia,curso office para trabajar,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,EMPLOYMENT_CONTEXT,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,EXPLICIT,LOW,LOW,50,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
aprender office para trabajar,aprender office para trabajar,uso_laboral_autonomia,aprender office para trabajar,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,EMPLOYMENT_CONTEXT,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,EXPLICIT,LOW,LOW,35,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso computación para reinserción laboral,curso computación para reinserción laboral,uso_laboral_autonomia,curso computación para reinserción laboral,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,EMPLOYMENT_CONTEXT,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,EXPLICIT,LOW,LOW,50,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
habilidades digitales para el trabajo,habilidades digitales para el trabajo,uso_laboral_autonomia,habilidades digitales para el trabajo,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,EMPLOYMENT_CONTEXT,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,EXPLICIT,LOW,LOW,35,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
aprender excel y word para trabajar,aprender excel y word para trabajar,uso_laboral_autonomia,aprender excel y word para trabajar,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,EMPLOYMENT_CONTEXT,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,EXPLICIT,LOW,LOW,35,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso actualización computacional,curso actualización computacional,uso_laboral_autonomia,curso actualización computacional,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,AMBIGUOUS,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,LOW,LOW,35,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso actualización digital,curso actualización digital,uso_laboral_autonomia,curso actualización digital,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,AMBIGUOUS,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,LOW,LOW,50,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
capacitación digital para personas,capacitación digital para personas,uso_laboral_autonomia,capacitación digital para personas,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,AMBIGUOUS,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,LOW,LOW,50,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso computación para buscar trabajo,curso computación para buscar trabajo,uso_laboral_autonomia,curso computación para buscar trabajo,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,EMPLOYMENT_CONTEXT,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,EXPLICIT,LOW,LOW,50,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso herramientas digitales para trabajar,curso herramientas digitales para trabajar,uso_laboral_autonomia,curso herramientas digitales para trabajar,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,EMPLOYMENT_CONTEXT,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,EXPLICIT,LOW,LOW,50,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso informática básica laboral,curso informática básica laboral,uso_laboral_autonomia,curso informática básica laboral,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,EMPLOYMENT_CONTEXT,HIGH,NOT_EXPLICIT,NOT_EXPLICIT,EXPLICIT,NO,EXPLICIT,LOW,LOW,65,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
curso office laboral presencial,curso office laboral presencial,uso_laboral_autonomia,curso office laboral presencial,manual_seed_required,2026-07-24,Santiago de Chile (solicitado; no consultado),,Español (solicitado; no consultado),Google Search (solicitado; no consultado),,,,,,,null,EMPLOYMENT_CONTEXT,HIGH,EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,EXPLICIT,LOW,LOW,70,INSUFFICIENT_DATA,,HECHO: semilla preparada; la API no devolvió métricas por scope OAuth insuficiente.,"SUPUESTO: clasificación y puntaje se infieren solo del texto, no de Google.",RECOMENDACIÓN: reconsultar Keyword Planner antes de priorizar o excluir.,Sin métricas Google; autenticación detenida antes de GenerateKeywordIdeas.
gratis,gratis,negative_candidates,,manual_negative_candidate,2026-07-24,No aplica; no consultado,,Español,No aplica; no consultado,,,,,,,null,NEGATIVE_CANDIDATE,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,LOW,LOW,0,NEGATIVE_CANDIDATE,Intención probablemente incompatible con un curso presencial B2C pagado.,HECHO: término incluido como negativa candidata manual; no fue aplicado en Google Ads.,SUPUESTO: la intención puede ser incompatible; requiere validar consultas y concordancias.,RECOMENDACIÓN: revisar antes de negativizar; no aplicar automáticamente.,Lista manual para análisis; no aplicada a ninguna campaña.
gratuito,gratuito,negative_candidates,,manual_negative_candidate,2026-07-24,No aplica; no consultado,,Español,No aplica; no consultado,,,,,,,null,NEGATIVE_CANDIDATE,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,LOW,LOW,0,NEGATIVE_CANDIDATE,Intención probablemente incompatible con un curso presencial B2C pagado.,HECHO: término incluido como negativa candidata manual; no fue aplicado en Google Ads.,SUPUESTO: la intención puede ser incompatible; requiere validar consultas y concordancias.,RECOMENDACIÓN: revisar antes de negativizar; no aplicar automáticamente.,Lista manual para análisis; no aplicada a ninguna campaña.
online,online,negative_candidates,,manual_negative_candidate,2026-07-24,No aplica; no consultado,,Español,No aplica; no consultado,,,,,,,null,NEGATIVE_CANDIDATE,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,LOW,LOW,0,NEGATIVE_CANDIDATE,Intención probablemente incompatible con un curso presencial B2C pagado.,HECHO: término incluido como negativa candidata manual; no fue aplicado en Google Ads.,SUPUESTO: la intención puede ser incompatible; requiere validar consultas y concordancias.,RECOMENDACIÓN: revisar antes de negativizar; no aplicar automáticamente.,Lista manual para análisis; no aplicada a ninguna campaña.
virtual,virtual,negative_candidates,,manual_negative_candidate,2026-07-24,No aplica; no consultado,,Español,No aplica; no consultado,,,,,,,null,NEGATIVE_CANDIDATE,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,LOW,LOW,0,NEGATIVE_CANDIDATE,Intención probablemente incompatible con un curso presencial B2C pagado.,HECHO: término incluido como negativa candidata manual; no fue aplicado en Google Ads.,SUPUESTO: la intención puede ser incompatible; requiere validar consultas y concordancias.,RECOMENDACIÓN: revisar antes de negativizar; no aplicar automáticamente.,Lista manual para análisis; no aplicada a ninguna campaña.
remoto,remoto,negative_candidates,,manual_negative_candidate,2026-07-24,No aplica; no consultado,,Español,No aplica; no consultado,,,,,,,null,NEGATIVE_CANDIDATE,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,LOW,LOW,0,NEGATIVE_CANDIDATE,Intención probablemente incompatible con un curso presencial B2C pagado.,HECHO: término incluido como negativa candidata manual; no fue aplicado en Google Ads.,SUPUESTO: la intención puede ser incompatible; requiere validar consultas y concordancias.,RECOMENDACIÓN: revisar antes de negativizar; no aplicar automáticamente.,Lista manual para análisis; no aplicada a ninguna campaña.
pdf,pdf,negative_candidates,,manual_negative_candidate,2026-07-24,No aplica; no consultado,,Español,No aplica; no consultado,,,,,,,null,NEGATIVE_CANDIDATE,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,LOW,HIGH,0,NEGATIVE_CANDIDATE,Intención probablemente incompatible con un curso presencial B2C pagado.,HECHO: término incluido como negativa candidata manual; no fue aplicado en Google Ads.,SUPUESTO: la intención puede ser incompatible; requiere validar consultas y concordancias.,RECOMENDACIÓN: revisar antes de negativizar; no aplicar automáticamente.,Lista manual para análisis; no aplicada a ninguna campaña.
descargar,descargar,negative_candidates,,manual_negative_candidate,2026-07-24,No aplica; no consultado,,Español,No aplica; no consultado,,,,,,,null,NEGATIVE_CANDIDATE,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,HIGH,LOW,0,NEGATIVE_CANDIDATE,Intención probablemente incompatible con un curso presencial B2C pagado.,HECHO: término incluido como negativa candidata manual; no fue aplicado en Google Ads.,SUPUESTO: la intención puede ser incompatible; requiere validar consultas y concordancias.,RECOMENDACIÓN: revisar antes de negativizar; no aplicar automáticamente.,Lista manual para análisis; no aplicada a ninguna campaña.
tutorial,tutorial,negative_candidates,,manual_negative_candidate,2026-07-24,No aplica; no consultado,,Español,No aplica; no consultado,,,,,,,null,NEGATIVE_CANDIDATE,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,LOW,HIGH,0,NEGATIVE_CANDIDATE,Intención probablemente incompatible con un curso presencial B2C pagado.,HECHO: término incluido como negativa candidata manual; no fue aplicado en Google Ads.,SUPUESTO: la intención puede ser incompatible; requiere validar consultas y concordancias.,RECOMENDACIÓN: revisar antes de negativizar; no aplicar automáticamente.,Lista manual para análisis; no aplicada a ninguna campaña.
youtube,youtube,negative_candidates,,manual_negative_candidate,2026-07-24,No aplica; no consultado,,Español,No aplica; no consultado,,,,,,,null,NEGATIVE_CANDIDATE,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,LOW,HIGH,0,NEGATIVE_CANDIDATE,Intención probablemente incompatible con un curso presencial B2C pagado.,HECHO: término incluido como negativa candidata manual; no fue aplicado en Google Ads.,SUPUESTO: la intención puede ser incompatible; requiere validar consultas y concordancias.,RECOMENDACIÓN: revisar antes de negativizar; no aplicar automáticamente.,Lista manual para análisis; no aplicada a ninguna campaña.
certificado gratis,certificado gratis,negative_candidates,,manual_negative_candidate,2026-07-24,No aplica; no consultado,,Español,No aplica; no consultado,,,,,,,null,NEGATIVE_CANDIDATE,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,LOW,LOW,0,NEGATIVE_CANDIDATE,Intención probablemente incompatible con un curso presencial B2C pagado.,HECHO: término incluido como negativa candidata manual; no fue aplicado en Google Ads.,SUPUESTO: la intención puede ser incompatible; requiere validar consultas y concordancias.,RECOMENDACIÓN: revisar antes de negativizar; no aplicar automáticamente.,Lista manual para análisis; no aplicada a ninguna campaña.
licencia office,licencia office,negative_candidates,,manual_negative_candidate,2026-07-24,No aplica; no consultado,,Español,No aplica; no consultado,,,,,,,null,NEGATIVE_CANDIDATE,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,HIGH,LOW,0,NEGATIVE_CANDIDATE,Intención probablemente incompatible con un curso presencial B2C pagado.,HECHO: término incluido como negativa candidata manual; no fue aplicado en Google Ads.,SUPUESTO: la intención puede ser incompatible; requiere validar consultas y concordancias.,RECOMENDACIÓN: revisar antes de negativizar; no aplicar automáticamente.,Lista manual para análisis; no aplicada a ninguna campaña.
comprar office,comprar office,negative_candidates,,manual_negative_candidate,2026-07-24,No aplica; no consultado,,Español,No aplica; no consultado,,,,,,,null,NEGATIVE_CANDIDATE,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,LOW,LOW,0,NEGATIVE_CANDIDATE,Intención probablemente incompatible con un curso presencial B2C pagado.,HECHO: término incluido como negativa candidata manual; no fue aplicado en Google Ads.,SUPUESTO: la intención puede ser incompatible; requiere validar consultas y concordancias.,RECOMENDACIÓN: revisar antes de negativizar; no aplicar automáticamente.,Lista manual para análisis; no aplicada a ninguna campaña.
descargar office,descargar office,negative_candidates,,manual_negative_candidate,2026-07-24,No aplica; no consultado,,Español,No aplica; no consultado,,,,,,,null,NEGATIVE_CANDIDATE,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,HIGH,LOW,0,NEGATIVE_CANDIDATE,Intención probablemente incompatible con un curso presencial B2C pagado.,HECHO: término incluido como negativa candidata manual; no fue aplicado en Google Ads.,SUPUESTO: la intención puede ser incompatible; requiere validar consultas y concordancias.,RECOMENDACIÓN: revisar antes de negativizar; no aplicar automáticamente.,Lista manual para análisis; no aplicada a ninguna campaña.
instalar office,instalar office,negative_candidates,,manual_negative_candidate,2026-07-24,No aplica; no consultado,,Español,No aplica; no consultado,,,,,,,null,NEGATIVE_CANDIDATE,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,HIGH,LOW,0,NEGATIVE_CANDIDATE,Intención probablemente incompatible con un curso presencial B2C pagado.,HECHO: término incluido como negativa candidata manual; no fue aplicado en Google Ads.,SUPUESTO: la intención puede ser incompatible; requiere validar consultas y concordancias.,RECOMENDACIÓN: revisar antes de negativizar; no aplicar automáticamente.,Lista manual para análisis; no aplicada a ninguna campaña.
office 365 gratis,office 365 gratis,negative_candidates,,manual_negative_candidate,2026-07-24,No aplica; no consultado,,Español,No aplica; no consultado,,,,,,,null,NEGATIVE_CANDIDATE,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,HIGH,LOW,0,NEGATIVE_CANDIDATE,Intención probablemente incompatible con un curso presencial B2C pagado.,HECHO: término incluido como negativa candidata manual; no fue aplicado en Google Ads.,SUPUESTO: la intención puede ser incompatible; requiere validar consultas y concordancias.,RECOMENDACIÓN: revisar antes de negativizar; no aplicar automáticamente.,Lista manual para análisis; no aplicada a ninguna campaña.
crack,crack,negative_candidates,,manual_negative_candidate,2026-07-24,No aplica; no consultado,,Español,No aplica; no consultado,,,,,,,null,NEGATIVE_CANDIDATE,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,HIGH,LOW,0,NEGATIVE_CANDIDATE,Intención probablemente incompatible con un curso presencial B2C pagado.,HECHO: término incluido como negativa candidata manual; no fue aplicado en Google Ads.,SUPUESTO: la intención puede ser incompatible; requiere validar consultas y concordancias.,RECOMENDACIÓN: revisar antes de negativizar; no aplicar automáticamente.,Lista manual para análisis; no aplicada a ninguna campaña.
pirata,pirata,negative_candidates,,manual_negative_candidate,2026-07-24,No aplica; no consultado,,Español,No aplica; no consultado,,,,,,,null,NEGATIVE_CANDIDATE,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,HIGH,LOW,0,NEGATIVE_CANDIDATE,Intención probablemente incompatible con un curso presencial B2C pagado.,HECHO: término incluido como negativa candidata manual; no fue aplicado en Google Ads.,SUPUESTO: la intención puede ser incompatible; requiere validar consultas y concordancias.,RECOMENDACIÓN: revisar antes de negativizar; no aplicar automáticamente.,Lista manual para análisis; no aplicada a ninguna campaña.
reparación,reparación,negative_candidates,,manual_negative_candidate,2026-07-24,No aplica; no consultado,,Español,No aplica; no consultado,,,,,,,null,NEGATIVE_CANDIDATE,LOW,NOT_EXPLICIT,NOT_EXPLICIT,NOT_EXPLICIT,NO,NO,LOW,LOW,0,NEGATIVE_CANDIDATE,Intención probablemente incompatible con un curso presencial B2C pagado.,HECHO: término incluido como negativa candidata manual; no fue aplicado en Google Ads.,SUPUESTO: la intención puede ser incompatible; requiere validar consultas y concordancias.,RECOMENDACIÓN: revisar antes de negativizar; no aplicar automáticamente.,Lista manual para análisis; no aplicada a ninguna campaña.
